Date,Open,Close,Change,% Change,Up/Down
2020-01-01,3244.669922,3237.179932,-7.489990000000034,-0.002308398136036974,down
2020-01-08,3238.590088,3283.149902,44.55981400000019,0.013759016358726096,up
2020-01-15,3282.27002,3320.790039,38.52001900000005,0.011735786137424504,up
2020-01-22,3330.02002,3276.23999,-53.7800299999999,-0.016150062064792,down
2020-01-29,3289.459961,3297.590088,8.130126999999902,0.0024715689190295946,up
2020-02-05,3324.909912,3357.75,32.84008799999992,0.009876985803878803,up
2020-02-12,3370.5,3370.290039,-0.20996100000002116,-6.229372496662844e-05,down
2020-02-19,3380.389893,3128.209961,-252.179932,-0.07460084190945131,down
2020-02-26,3139.899902,3003.3701170000004,-136.52978499999972,-0.043482209389234125,down
2020-03-04,3045.75,2882.22998,-163.52001999999993,-0.05368793236477056,down
2020-03-11,2825.600098,2529.189941,-296.4101569999998,-0.10490166574166074,down
2020-03-18,2436.5,2447.330078,10.830077999999958,0.004444932485122084,up
2020-03-25,2457.77002,2584.590088,126.82006799999999,0.05159964804192704,up
2020-04-01,2498.080078,2659.409912,161.32983400000012,0.06458153020025009,up
2020-04-08,2685.0,2846.060059,161.0600589999999,0.059985124394785816,up
2020-04-15,2795.639893,2736.560059,-59.07983400000012,-0.021132848385777458,down
2020-04-22,2787.889893,2863.389893,75.5,0.02708141386414503,up
2020-04-29,2918.459961,2868.439941,-50.02001999999993,-0.017139183222805204,down
2020-05-06,2883.139893,2870.1201170000004,-13.019775999999638,-0.004515832211822417,down
2020-05-13,2865.860107,2922.939941,57.07983400000012,0.019917173856665197,up
2020-05-20,2953.6298829999996,2991.77002,38.14013700000032,0.012912970991904176,up
2020-05-27,3015.649902,3080.820068,65.17016599999988,0.021610653795315755,up
2020-06-03,3098.899902,3207.179932,108.2800299999999,0.03494144161614159,up
2020-06-10,3213.419922,3124.73999,-88.67993200000001,-0.027596745570932578,down
2020-06-17,3136.1298829999996,3131.290039,-4.83984399999963,-0.0015432536854531897,down
2020-06-24,3114.399902,3100.290039,-14.109863000000132,-0.00453052383893895,down
2020-07-01,3105.919922,3145.320068,39.40014599999995,0.01268549962312903,up
2020-07-08,3153.070068,3197.52002,44.44995199999994,0.014097356240546425,up
2020-07-15,3225.97998,3257.300049,31.320068999999876,0.009708699122181122,up
2020-07-22,3254.860107,3218.439941,-36.42016599999988,-0.011189471990416294,down
2020-07-29,3227.219971,3306.51001,79.29003899999998,0.024569146111050755,up
2020-08-05,3317.3701170000004,3333.689941,16.3198239999997,0.004919506544165237,up
2020-08-12,3355.459961,3389.780029,34.32006799999999,0.010228126217835086,up
2020-08-19,3392.51001,3443.6201170000004,51.110107000000426,0.015065572938427505,up
2020-08-26,3449.969971,3526.649902,76.67993100000012,0.022226260415180908,up
2020-09-02,3543.76001,3331.840088,-211.91992200000004,-0.05980086727148322,down
2020-09-09,3369.820068,3401.1999509999996,31.37988299999961,0.009312035173030375,up
2020-09-16,3411.2299799999996,3315.570068,-95.65991199999962,-0.02804264519274647,down
2020-09-23,3320.110107,3335.469971,15.359864000000016,0.004626311629730542,up
2020-09-30,3341.209961,3360.969971,19.760009999999966,0.005914028220509057,up
2020-10-07,3384.5600590000004,3511.929932,127.36987299999964,0.03763262308237256,up
2020-10-14,3515.469971,3443.1201170000004,-72.3498539999996,-0.0205804215643518,down
2020-10-21,3439.9099119999996,3390.679932,-49.229979999999614,-0.014311415490348346,down
2020-10-28,3342.47998,3369.1599119999996,26.679931999999553,0.00798207682907335,up
